Iso3,Location Name,AMRO subregions,Causename Eng,Year,Sex,Age group,Measure Name En,Metric Name En,Measure Names,Measure Values
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,253.563642133
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,77.100090168
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,146.321593842
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,34.540878108
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,9.870755054
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value,19.372978992
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,All Ages,Deaths,Rate,Value Up,1.124041948
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,All Ages,Deaths,Rate,Value Low,0.337357577
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,All Ages,Deaths,Rate,Value,0.645053218
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,277.525283613
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,53.633582271
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,165.579432942
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,254.582402618
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,77.401300224
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value,146.899836213
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value Up,33.326860258
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value Low,9.510059033
ANR,Andean Area,Region of the Americas,Asthma,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value,18.67959673
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,Age-standardized,Deaths,Rate,Value Up,1.375036529
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,Age-standardized,Deaths,Rate,Value Low,0.400640262
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,Age-standardized,Deaths,Rate,Value,0.776247582
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Up,292.488961485
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Low,61.007333888
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,176.748147687
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,264.450484992
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,81.339252345
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,153.410904706
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,43.129920181
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,11.727151669
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,Age-standardized,Years of Life Lost (YLLs),Rate,Value,23.337242981
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,All Ages,Deaths,Rate,Value Up,1.511873093
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,All Ages,Deaths,Rate,Value Low,0.442265834
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,All Ages,Deaths,Rate,Value,0.856282686
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,287.097073998
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,60.684590236
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,173.890832117
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,258.258551919
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,79.711253991
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,All Ages,Years Lived with Disability (YLDs),Rate,Value,150.069964402
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,All Ages,Years of Life Lost (YLLs),Rate,Value Up,43.746355728
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,All Ages,Years of Life Lost (YLLs),Rate,Value Low,12.020295652
ANR,Andean Area,Region of the Americas,Asthma,2019,Female,All Ages,Years of Life Lost (YLLs),Rate,Value,23.820867715
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Deaths,Rate,Value Up,28.023932579
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Deaths,Rate,Value Low,13.081581675
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Deaths,Rate,Value,20.145603373
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Up,505.443375584
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Low,237.589308065
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,371.516341825
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,122.883196402
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,51.26832795
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,85.292019996
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,407.100650943
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,186.109395286
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value,286.224321828
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Deaths,Rate,Value Up,29.617692029
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Deaths,Rate,Value Low,13.806619001
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Deaths,Rate,Value,21.324346716
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,514.431466868
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,241.861586726
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,378.146526797
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,124.210070729
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,51.850266879
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Years Lived with Disability (YLDs),Rate,Value,86.228213029
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Years of Life Lost (YLLs),Rate,Value Up,414.601585618
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Years of Life Lost (YLLs),Rate,Value Low,189.476030475
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Years of Life Lost (YLLs),Rate,Value,291.918313769
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Deaths,Rate,Value Up,32.758952273
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Deaths,Rate,Value Low,16.251849194
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Deaths,Rate,Value,23.879636064
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Up,577.920514566
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Low,276.374545905
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,427.147530235
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,123.359949789
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,49.437757423
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,84.482328026
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,481.970455105
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,230.493091879
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value,342.665202209
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Deaths,Rate,Value Up,29.836887697
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Deaths,Rate,Value Low,14.785740736
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Deaths,Rate,Value,21.74308397
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,533.47675492
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,254.458262178
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,393.967508549
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,117.602499405
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,46.888826693
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value,80.355822404
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value Up,441.792583381
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value Low,210.5731281
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value,313.611686145
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Deaths,Rate,Value Up,24.304663599
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Deaths,Rate,Value Low,10.678457711
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Deaths,Rate,Value,17.254408134
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Up,445.573101998
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Low,206.755017054
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,326.164059526
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,122.829978054
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,53.06765274
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,86.267227168
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,345.131707579
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,150.26739448
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Years of Life Lost (YLLs),Rate,Value,239.896832358
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Deaths,Rate,Value Up,29.403132199
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Deaths,Rate,Value Low,12.848205017
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Deaths,Rate,Value,20.914465466
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,495.788973559
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,229.531322296
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,362.660147927
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,130.677896464
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,56.706776017
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Years Lived with Disability (YLDs),Rate,Value,91.976406631
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Years of Life Lost (YLLs),Rate,Value Up,387.985658755
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Years of Life Lost (YLLs),Rate,Value Low,168.825121953
ANR,Andean Area,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Years of Life Lost (YLLs),Rate,Value,270.683741297
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Deaths,Rate,Value Up,12.877808351
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Deaths,Rate,Value Low,3.142390171
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Deaths,Rate,Value,7.347983413
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Up,259.670318783
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Low,51.87080403
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,155.770561406
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,27.661735912
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,8.500725446
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,16.715821224
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,246.051371407
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,62.002968186
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value,139.054740182
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Deaths,Rate,Value Up,13.430334767
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Deaths,Rate,Value Low,3.2461436
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Deaths,Rate,Value,7.647759137
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,261.698825896
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,52.026466738
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,156.862646317
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,27.705784494
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,8.528644697
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Years Lived with Disability (YLDs),Rate,Value,16.754453307
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Years of Life Lost (YLLs),Rate,Value Up,248.086958068
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Years of Life Lost (YLLs),Rate,Value Low,62.254222513
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Years of Life Lost (YLLs),Rate,Value,140.10819301
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Deaths,Rate,Value Up,14.494117455
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Deaths,Rate,Value Low,3.776066643
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Deaths,Rate,Value,8.478778064
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Up,297.267378194
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Low,60.356274963
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,178.811826579
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,27.05337904
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,8.301809391
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,16.324259607
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,281.362888169
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,74.608392438
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value,162.487566972
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Deaths,Rate,Value Up,13.330004886
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Deaths,Rate,Value Low,3.467585918
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Deaths,Rate,Value,7.787805264
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,280.163378201
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,56.683346057
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,168.423362129
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,26.378121857
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,8.059653533
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value,15.902195345
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value Up,264.654866263
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value Low,70.058390263
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value,152.521166784
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,Age-standardized,Deaths,Rate,Value Up,11.513875349
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,Age-standardized,Deaths,Rate,Value Low,2.626121684
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,Age-standardized,Deaths,Rate,Value,6.412983407
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Up,226.700363423
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Low,44.797162791
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,135.748763107
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,28.379566732
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,8.735121709
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,17.175834418
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,215.046958417
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,51.034032423
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,Age-standardized,Years of Life Lost (YLLs),Rate,Value,118.572928689
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,All Ages,Deaths,Rate,Value Up,13.528542741
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,All Ages,Deaths,Rate,Value Low,3.029384635
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,All Ages,Deaths,Rate,Value,7.51067489
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,243.624786172
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,47.468077214
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,145.546431693
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,29.005367979
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,8.98771702
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,All Ages,Years Lived with Disability (YLDs),Rate,Value,17.588686599
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,All Ages,Years of Life Lost (YLLs),Rate,Value Up,231.869449735
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,All Ages,Years of Life Lost (YLLs),Rate,Value Low,54.615107542
ANR,Andean Area,Region of the Americas,Other respiratory diseases,2019,Female,All Ages,Years of Life Lost (YLLs),Rate,Value,127.957745094
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,Age-standardized,Deaths,Rate,Value Up,41.012663537
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,Age-standardized,Deaths,Rate,Value Low,17.425156403
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,Age-standardized,Deaths,Rate,Value,28.229006009
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Up,1019.251570267
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Low,378.280675596
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,698.766122931
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,409.935549332
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,139.122564778
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,252.108305954
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,675.073413047
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,270.809847601
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value,446.657816977
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,All Ages,Deaths,Rate,Value Up,43.102570369
ANR,Andean Area,Region of the Americas,Respiratory diseases,2019,Both sexes,All Ages,Deaths,Rate,Value Low,18.312812233
